"winner","Yi","TB","YS","WT","EYB1","Age","SEYB5","YW","EYB5","YW_sq","TB_YW","TB_sq","WT_YW"
0,0,2,12,0,0,67,0,1988,0,3952144,3976,4,0
1,0,1,14,1,0,35,0,1985,0,3940225,1985,1,1985
1,0,2,12,0,0,75,1,1985,19.6455339805825,3940225,3970,4,0
1,15.1681990819801,3,13,1,0,48,0,1986,0,3944196,5958,9,1986
0,42.3938841260413,2,16,1,39.8737247353223,38,1,1985,34.4495145631067,3940225,3970,4,1985
0,19.3714178916632,1,14,1,17.3092746478873,31,1,1988,13.4931244979919,3952144,1988,1,1988
1,38.3727962036888,3,16,1,39.8737247353223,38,1,1985,24.7916796116504,3940225,5955,9,1985
0,43.3790663318042,1,16,1,42.257,46,1,1988,39.284,3952144,1988,1,1988
0,0,2,13,1,26.8029999999999,67,1,1987,14.6262051813471,3948169,3974,4,1987
1,24.1533381064266,2,15,1,10.6656282527881,34,1,1986,5.37269086908689,3944196,3972,4,1986
0,42.6198285308881,4,16,1,40.3360594795538,58,1,1986,35.8099009900989,3944196,7944,16,1986
1,6.97124178403754,1,16,1,38.2334167468719,33,1,1985,5.22063106796115,3940225,1985,1,1985
0,42.3938841260413,2,16,1,39.8737247353223,48,1,1985,34.2513300970873,3940225,3970,4,1985
0,42.3938841260413,2,16,1,39.8737247353223,47,1,1985,34.4495145631067,3940225,3970,4,1985
1,0.0225438151591997,5,13,0,2.04299999999999,48,0,1987,0,3948169,9935,25,0
1,1.26285941812201,2,16,1,17.414,33,1,1987,4.39876476683937,3948169,3974,4,1987
0,0,2,12,0,0,72,0,1985,0,3940225,3970,4,0
